State,District,Crop,Season,Area,Production,Yield
Rajasthan,Dholpur,Cereals,Kharif,0.95,1.9,2002
Rajasthan,Dholpur,Cereals,Rabi,0.57,2.36,4113
Rajasthan,Dholpur,Cereals,Total,1.52,4.25,2797
Rajasthan,Dholpur,Tur,Kharif,0,0,1000
Rajasthan,Dholpur,Tur,Total,0,0,1000
Rajasthan,Dholpur,Gram,Rabi,0.01,0.01,1236
Rajasthan,Dholpur,Gram,Total,0.01,0.01,1236
Rajasthan,Dholpur,Urad,Kharif,0,0,365
Rajasthan,Dholpur,Urad,Total,0,0,365
Rajasthan,Dholpur,Moong,Kharif,0,0,515
Rajasthan,Dholpur,Moong,Summer,0,0,1205
Rajasthan,Dholpur,Moong,Total,0,0,1011
Rajasthan,Dholpur,Lentil,Rabi,0,0,1070
Rajasthan,Dholpur,Lentil,Total,0,0,1070
Rajasthan,Dholpur,Other Pulses,Rabi,0,0,5011
Rajasthan,Dholpur,Other Pulses,Total,0,0,5011
Rajasthan,Dholpur,Total Pulses,Total,0.01,0.01,1509
Rajasthan,Dholpur,Total Food Grains,Kharif,0.95,1.9,2001
Rajasthan,Dholpur,Total Food Grains,Rabi,0.58,2.37,4082
Rajasthan,Dholpur,Total Food Grains,Summer,0,0,1205
Rajasthan,Dholpur,Total Food Grains,Total,1.53,4.27,2790
Rajasthan,Didwana Kuchaman,Wheat,Rabi,0.3,1.07,3559
Rajasthan,Didwana Kuchaman,Wheat,Total,0.3,1.07,3559
Rajasthan,Didwana Kuchaman,Maize,Kharif,0,0,2552
Rajasthan,Didwana Kuchaman,Maize,Total,0,0,2552
Rajasthan,Didwana Kuchaman,Barley,Rabi,0.08,0.18,2391
Rajasthan,Didwana Kuchaman,Barley,Total,0.08,0.18,2391
Rajasthan,Didwana Kuchaman,Jowar,Kharif,0.05,0.04,811
Rajasthan,Didwana Kuchaman,Jowar,Total,0.05,0.04,811
Rajasthan,Didwana Kuchaman,Bajra,Kharif,1.52,1.37,903
Rajasthan,Didwana Kuchaman,Bajra,Total,1.52,1.37,903
Rajasthan,Didwana Kuchaman,Shree Anna /Nutri Cereals,Kharif,1.57,1.42,900
Rajasthan,Didwana Kuchaman,Shree Anna /Nutri Cereals,Total,1.57,1.42,900
Rajasthan,Didwana Kuchaman,Nutri/Coarse Cereals,Kharif,1.57,1.42,900
Rajasthan,Didwana Kuchaman,Nutri/Coarse Cereals,Rabi,0.08,0.18,2391
Rajasthan,Didwana Kuchaman,Nutri/Coarse Cereals,Total,1.65,1.6,968
Rajasthan,Didwana Kuchaman,Cereals,Kharif,1.57,1.42,900
Rajasthan,Didwana Kuchaman,Cereals,Rabi,0.37,1.25,3324
Rajasthan,Didwana Kuchaman,Cereals,Total,1.95,2.66,1366
Rajasthan,Didwana Kuchaman,Gram,Rabi,0.06,0.08,1202
Rajasthan,Didwana Kuchaman,Gram,Total,0.06,0.08,1202
Rajasthan,Didwana Kuchaman,Moong,Kharif,1.66,0.75,451
Rajasthan,Didwana Kuchaman,Moong,Total,1.66,0.75,451
Rajasthan,Didwana Kuchaman,Lentil,Rabi,0,0,1070
Rajasthan,Didwana Kuchaman,Lentil,Total,0,0,1070
Rajasthan,Didwana Kuchaman,Other Pulses,Kharif,0.01,0,406
Rajasthan,Didwana Kuchaman,Other Pulses,Rabi,0,0.01,2547
Rajasthan,Didwana Kuchaman,Other Pulses,Total,0.01,0.01,803
Rajasthan,Didwana Kuchaman,Total Pulses,Total,1.74,0.84,482
Rajasthan,Didwana Kuchaman,Total Food Grains,Kharif,3.24,2.17,669
Rajasthan,Didwana Kuchaman,Total Food Grains,Rabi,0.44,1.33,2999
Rajasthan,Didwana Kuchaman,Total Food Grains,Total,3.69,3.5,949
Rajasthan,Dungarpur,Rice,Kharif,0.15,0.29,1982
Rajasthan,Dungarpur,Rice,Total,0.15,0.29,1982
Rajasthan,Dungarpur,Wheat,Rabi,0.65,1.91,2937
Rajasthan,Dungarpur,Wheat,Total,0.65,1.91,2937
Rajasthan,Dungarpur,Maize,Kharif,0.44,0.69,1579
Rajasthan,Dungarpur,Maize,Rabi,0,0,1596
Rajasthan,Dungarpur,Maize,Total,0.44,0.7,1579
Rajasthan,Dungarpur,Barley,Rabi,0,0.01,3711
Rajasthan,Dungarpur,Barley,Total,0,0.01,3711
Rajasthan,Dungarpur,Jowar,Kharif,0,0,811
Rajasthan,Dungarpur,Jowar,Total,0,0,811
Rajasthan,Dungarpur,Bajra,Kharif,0,0,1144
Rajasthan,Dungarpur,Bajra,Summer,0,0,1000
Rajasthan,Dungarpur,Bajra,Total,0,0,1143
Rajasthan,Dungarpur,Small Millets,Kharif,0,0,4874
Rajasthan,Dungarpur,Small Millets,Total,0,0,4874
Rajasthan,Dungarpur,Shree Anna /Nutri Cereals,Kharif,0,0,1106
Rajasthan,Dungarpur,Shree Anna /Nutri Cereals,Summer,0,0,1000
Rajasthan,Dungarpur,Shree Anna /Nutri Cereals,Total,0,0,1105
Rajasthan,Dungarpur,Nutri/Coarse Cereals,Kharif,0.44,0.7,1574
Rajasthan,Dungarpur,Nutri/Coarse Cereals,Rabi,0.01,0.02,2943
Rajasthan,Dungarpur,Nutri/Coarse Cereals,Summer,0,0,1000
Rajasthan,Dungarpur,Nutri/Coarse Cereals,Total,0.45,0.72,1592
Rajasthan,Dungarpur,Cereals,Kharif,0.59,0.99,1675
Rajasthan,Dungarpur,Cereals,Rabi,0.66,1.93,2937
Rajasthan,Dungarpur,Cereals,Summer,0,0,1000
Rajasthan,Dungarpur,Cereals,Total,1.25,2.91,2340
Rajasthan,Dungarpur,Tur,Kharif,0,0,470
Rajasthan,Dungarpur,Tur,Total,0,0,470
Rajasthan,Dungarpur,Gram,Rabi,0.12,0.14,1155
Rajasthan,Dungarpur,Gram,Total,0.12,0.14,1155
Rajasthan,Dungarpur,Urad,Kharif,0.02,0.01,766
Rajasthan,Dungarpur,Urad,Total,0.02,0.01,766
Rajasthan,Dungarpur,Moong,Kharif,0,0,515
Rajasthan,Dungarpur,Moong,Summer,0,0,1000
Rajasthan,Dungarpur,Moong,Total,0,0,974
Rajasthan,Dungarpur,Other Pulses,Kharif,0,0,491
Rajasthan,Dungarpur,Other Pulses,Total,0,0,491
Rajasthan,Dungarpur,Total Pulses,Total,0.14,0.15,1095
Rajasthan,Dungarpur,Total Food Grains,Kharif,0.61,1,1645
Rajasthan,Dungarpur,Total Food Grains,Rabi,0.78,2.06,2663
Rajasthan,Dungarpur,Total Food Grains,Summer,0,0,1000
Rajasthan,Dungarpur,Total Food Grains,Total,1.38,3.07,2215
Rajasthan,Ganganagar,Rice,Kharif,0.19,0.49,2490
Rajasthan,Ganganagar,Rice,Total,0.19,0.49,2490
Rajasthan,Ganganagar,Wheat,Rabi,2.23,8.51,3822
Rajasthan,Ganganagar,Wheat,Total,2.23,8.51,3822
Rajasthan,Ganganagar,Maize,Kharif,0,0,2552
Rajasthan,Ganganagar,Maize,Total,0,0,2552
Rajasthan,Ganganagar,Barley,Rabi,0.81,3.58,4416
Rajasthan,Ganganagar,Barley,Total,0.81,3.58,4416
Rajasthan,Ganganagar,Jowar,Kharif,0,0,811
Rajasthan,Ganganagar,Jowar,Total,0,0,811
Rajasthan,Ganganagar,Bajra,Kharif,0.13,0.15,1144
Rajasthan,Ganganagar,Bajra,Total,0.13,0.15,1144
Rajasthan,Ganganagar,Shree Anna /Nutri Cereals,Kharif,0.13,0.15,1140
Rajasthan,Ganganagar,Shree Anna /Nutri Cereals,Total,0.13,0.15,1140
Rajasthan,Ganganagar,Nutri/Coarse Cereals,Kharif,0.13,0.15,1158
Rajasthan,Ganganagar,Nutri/Coarse Cereals,Rabi,0.81,3.58,4416
Rajasthan,Ganganagar,Nutri/Coarse Cereals,Total,0.94,3.73,3956
Rajasthan,Ganganagar,Cereals,Kharif,0.33,0.64,1949
Rajasthan,Ganganagar,Cereals,Rabi,3.04,12.09,3981
Rajasthan,Ganganagar,Cereals,Total,3.37,12.73,3782
Rajasthan,Ganganagar,Tur,Kharif,0,0,1401
Rajasthan,Ganganagar,Tur,Total,0,0,1401
Rajasthan,Ganganagar,Gram,Rabi,0.44,0.45,1034
Rajasthan,Ganganagar,Gram,Total,0.44,0.45,1034
Rajasthan,Ganganagar,Urad,Kharif,0,0,365
Rajasthan,Ganganagar,Urad,Total,0,0,365
Rajasthan,Ganganagar,Moong,Kharif,2.17,1.76,812
Rajasthan,Ganganagar,Moong,Total,2.17,1.76,812
Rajasthan,Ganganagar,Other Pulses,Kharif,0.05,0.03,530
Rajasthan,Ganganagar,Other Pulses,Rabi,0,0,1077
Rajasthan,Ganganagar,Other Pulses,Total,0.05,0.03,535
Rajasthan,Ganganagar,Total Pulses,Total,2.66,2.24,843
Rajasthan,Ganganagar,Total Food Grains,Kharif,2.55,2.43,953
Rajasthan,Ganganagar,Total Food Grains,Rabi,3.47,12.54,3610
Rajasthan,Ganganagar,Total Food Grains,Total,6.02,14.97,2485
Rajasthan,Hanumangarh,Rice,Kharif,0.66,2.21,3362
Rajasthan,Hanumangarh,Rice,Total,0.66,2.21,3362
Rajasthan,Hanumangarh,Wheat,Rabi,2.28,9.67,4249
Rajasthan,Hanumangarh,Wheat,Total,2.28,9.67,4249
Rajasthan,Hanumangarh,Maize,Kharif,0,0.01,2552
Rajasthan,Hanumangarh,Maize,Total,0,0.01,2552
Rajasthan,Hanumangarh,Barley,Rabi,0.25,1.04,4077
Rajasthan,Hanumangarh,Barley,Total,0.25,1.04,4077
Rajasthan,Hanumangarh,Jowar,Kharif,0,0,811
Rajasthan,Hanumangarh,Jowar,Total,0,0,811
Rajasthan,Hanumangarh,Bajra,Kharif,0.31,0.54,1717
Rajasthan,Hanumangarh,Bajra,Total,0.31,0.54,1717
Rajasthan,Hanumangarh,Shree Anna /Nutri Cereals,Kharif,0.31,0.54,1716
Rajasthan,Hanumangarh,Shree Anna /Nutri Cereals,Total,0.31,0.54,1716
Rajasthan,Hanumangarh,Nutri/Coarse Cereals,Kharif,0.32,0.55,1726
Rajasthan,Hanumangarh,Nutri/Coarse Cereals,Rabi,0.25,1.04,4077
Rajasthan,Hanumangarh,Nutri/Coarse Cereals,Total,0.57,1.59,2772
Rajasthan,Hanumangarh,Cereals,Kharif,0.97,2.76,2828
Rajasthan,Hanumangarh,Cereals,Rabi,2.53,10.71,4231
Rajasthan,Hanumangarh,Cereals,Total,3.51,13.47,3841
Rajasthan,Hanumangarh,Tur,Kharif,0,0,333
Rajasthan,Hanumangarh,Tur,Total,0,0,333
Rajasthan,Hanumangarh,Gram,Rabi,1.34,1.52,1141
Rajasthan,Hanumangarh,Gram,Total,1.34,1.52,1141
Rajasthan,Hanumangarh,Moong,Kharif,1.02,0.71,699
Rajasthan,Hanumangarh,Moong,Total,1.02,0.71,699
Rajasthan,Hanumangarh,Other Pulses,Kharif,0.35,0.15,424
Rajasthan,Hanumangarh,Other Pulses,Rabi,0,0.01,6314
Rajasthan,Hanumangarh,Other Pulses,Total,0.35,0.15,439
Rajasthan,Hanumangarh,Total Pulses,Total,2.7,2.39,885
Rajasthan,Hanumangarh,Total Food Grains,Kharif,2.34,3.62,1545
Rajasthan,Hanumangarh,Total Food Grains,Rabi,3.87,12.24,3165
Rajasthan,Hanumangarh,Total Food Grains,Total,6.21,15.86,2554
Rajasthan,Jaipur,Wheat,Rabi,1.16,4,3454
Rajasthan,Jaipur,Wheat,Total,1.16,4,3454
Rajasthan,Jaipur,Maize,Kharif,0.01,0.02,2552
Rajasthan,Jaipur,Maize,Total,0.01,0.02,2552
Rajasthan,Jaipur,Barley,Rabi,0.44,1.67,3752
Rajasthan,Jaipur,Barley,Total,0.44,1.67,3752
Rajasthan,Jaipur,Jowar,Kharif,0.35,0.18,521
Rajasthan,Jaipur,Jowar,Total,0.35,0.18,521
Rajasthan,Jaipur,Bajra,Kharif,2.4,3.24,1352
Rajasthan,Jaipur,Bajra,Total,2.4,3.24,1352
Rajasthan,Jaipur,Shree Anna /Nutri Cereals,Kharif,2.75,3.42,1246
Rajasthan,Jaipur,Shree Anna /Nutri Cereals,Total,2.75,3.42,1246
Rajasthan,Jaipur,Nutri/Coarse Cereals,Kharif,2.76,3.44,1249
Rajasthan,Jaipur,Nutri/Coarse Cereals,Rabi,0.44,1.67,3752
Rajasthan,Jaipur,Nutri/Coarse Cereals,Total,3.2,5.11,1597
Rajasthan,Jaipur,Cereals,Kharif,2.76,3.44,1249
Rajasthan,Jaipur,Cereals,Rabi,1.6,5.66,3537
Rajasthan,Jaipur,Cereals,Total,4.36,9.11,2090
Rajasthan,Jaipur,Tur,Kharif,0,0,500
Rajasthan,Jaipur,Tur,Total,0,0,500
Rajasthan,Jaipur,Gram,Rabi,1.29,1.9,1473
Rajasthan,Jaipur,Gram,Total,1.29,1.9,1473
Rajasthan,Jaipur,Urad,Kharif,0.01,0,365
Rajasthan,Jaipur,Urad,Total,0.01,0,365
Rajasthan,Jaipur,Moong,Kharif,1,0.43,430
Rajasthan,Jaipur,Moong,Total,1,0.43,430
Rajasthan,Jaipur,Lentil,Rabi,0,,
Rajasthan,Jaipur,Lentil,Total,0,,
Rajasthan,Jaipur,Other Pulses,Kharif,0,0,491
Rajasthan,Jaipur,Other Pulses,Rabi,0.05,0.14,2835
Rajasthan,Jaipur,Other Pulses,Total,0.05,0.14,2825
Rajasthan,Jaipur,Total Pulses,Total,2.35,2.48,1054
Rajasthan,Jaipur,Total Food Grains,Kharif,3.76,3.88,1030
Rajasthan,Jaipur,Total Food Grains,Rabi,2.94,7.71,2619
Rajasthan,Jaipur,Total Food Grains,Total,6.71,11.58,1727
Rajasthan,Jaisalmer,Wheat,Rabi,0.07,0.25,3559
Rajasthan,Jaisalmer,Wheat,Total,0.07,0.25,3559
Rajasthan,Jaisalmer,Barley,Rabi,0,0,3711
Rajasthan,Jaisalmer,Barley,Total,0,0,3711
Rajasthan,Jaisalmer,Jowar,Kharif,0.01,0,811
Rajasthan,Jaisalmer,Jowar,Total,0.01,0,811
Rajasthan,Jaisalmer,Bajra,Kharif,1.31,0.4,306
Rajasthan,Jaisalmer,Bajra,Total,1.31,0.4,306
Rajasthan,Jaisalmer,Shree Anna /Nutri Cereals,Kharif,1.32,0.41,308
Rajasthan,Jaisalmer,Shree Anna /Nutri Cereals,Total,1.32,0.41,308
Rajasthan,Jaisalmer,Nutri/Coarse Cereals,Kharif,1.32,0.41,308
Rajasthan,Jaisalmer,Nutri/Coarse Cereals,Rabi,0,0,3711
Rajasthan,Jaisalmer,Nutri/Coarse Cereals,Total,1.32,0.41,308
Rajasthan,Jaisalmer,Cereals,Kharif,1.32,0.41,308
Rajasthan,Jaisalmer,Cereals,Rabi,0.07,0.25,3559
Rajasthan,Jaisalmer,Cereals,Total,1.39,0.66,473
Rajasthan,Jaisalmer,Gram,Rabi,1.07,0.9,839
Rajasthan,Jaisalmer,Gram,Total,1.07,0.9,839
Rajasthan,Jaisalmer,Moong,Kharif,0.52,0.22,435
Rajasthan,Jaisalmer,Moong,Total,0.52,0.22,435
Rajasthan,Jaisalmer,Other Pulses,Kharif,0.36,0.12,330
Rajasthan,Jaisalmer,Other Pulses,Total,0.36,0.12,330
Rajasthan,Jaisalmer,Total Pulses,Total,1.94,1.24,638
Rajasthan,Jaisalmer,Total Food Grains,Kharif,2.19,0.75,341
Rajasthan,Jaisalmer,Total Food Grains,Rabi,1.14,1.15,1007
Rajasthan,Jaisalmer,Total Food Grains,Total,3.33,1.9,569
Rajasthan,Jalore,Wheat,Rabi,0.45,1.58,3559
Rajasthan,Jalore,Wheat,Total,0.45,1.58,3559
Rajasthan,Jalore,Maize,Kharif,0,0,2552
Rajasthan,Jalore,Maize,Rabi,0,0,1500
Rajasthan,Jalore,Maize,Summer,0,0,2000
Rajasthan,Jalore,Maize,Total,0,0,2369
Rajasthan,Jalore,Barley,Rabi,0,0.01,3711
Rajasthan,Jalore,Barley,Total,0,0.01,3711
Rajasthan,Jalore,Jowar,Kharif,0.04,0.03,811
Rajasthan,Jalore,Jowar,Summer,0,0,1298
Rajasthan,Jalore,Jowar,Total,0.04,0.03,817
Rajasthan,Jalore,Bajra,Kharif,3.28,4.52,1378
Rajasthan,Jalore,Bajra,Summer,0.19,0.32,1699
Rajasthan,Jalore,Bajra,Total,3.47,4.85,1396
Rajasthan,Jalore,Shree Anna /Nutri Cereals,Kharif,3.32,4.55,1372
Rajasthan,Jalore,Shree Anna /Nutri Cereals,Summer,0.19,0.32,1698
Rajasthan,Jalore,Shree Anna /Nutri Cereals,Total,3.51,4.88,1390
Rajasthan,Jalore,Nutri/Coarse Cereals,Kharif,3.32,4.55,1372
Rajasthan,Jalore,Nutri/Coarse Cereals,Rabi,0,0.01,3648
Rajasthan,Jalore,Nutri/Coarse Cereals,Summer,0.19,0.32,1698
Rajasthan,Jalore,Nutri/Coarse Cereals,Total,3.51,4.88,1391
Rajasthan,Jalore,Cereals,Kharif,3.32,4.55,1372
Rajasthan,Jalore,Cereals,Rabi,0.45,1.59,3559
Rajasthan,Jalore,Cereals,Summer,0.19,0.32,1698
Rajasthan,Jalore,Cereals,Total,3.96,6.47,1635
Rajasthan,Jalore,Gram,Rabi,0.12,0.15,1236
Rajasthan,Jalore,Gram,Total,0.12,0.15,1236
Rajasthan,Jalore,Urad,Kharif,0,0,365
Rajasthan,Jalore,Urad,Total,0,0,365
Rajasthan,Jalore,Moong,Kharif,0.85,0.4,466
Rajasthan,Jalore,Moong,Total,0.85,0.4,466
Rajasthan,Jalore,Other Pulses,Kharif,0,0,502
Rajasthan,Jalore,Other Pulses,Rabi,0,0,1319
Rajasthan,Jalore,Other Pulses,Total,0,0,594
Rajasthan,Jalore,Total Pulses,Total,0.97,0.55,560
Rajasthan,Jalore,Total Food Grains,Kharif,4.17,4.95,1186
Rajasthan,Jalore,Total Food Grains,Rabi,0.57,1.74,3070
Rajasthan,Jalore,Total Food Grains,Summer,0.19,0.32,1698
Rajasthan,Jalore,Total Food Grains,Total,4.93,7.01,1422
Rajasthan,Jhalawar,Rice,Kharif,0.11,0.22,1985
Rajasthan,Jhalawar,Rice,Total,0.11,0.22,1985
Rajasthan,Jhalawar,Wheat,Rabi,1.59,5.69,3580
Rajasthan,Jhalawar,Wheat,Total,1.59,5.69,3580
Rajasthan,Jhalawar,Maize,Kharif,0.37,0.97,2610
Rajasthan,Jhalawar,Maize,Total,0.37,0.97,2610
Rajasthan,Jhalawar,Barley,Rabi,0,0.01,3711
Rajasthan,Jhalawar,Barley,Total,0,0.01,3711
Rajasthan,Jhalawar,Jowar,Kharif,0,0,811
Rajasthan,Jhalawar,Jowar,Total,0,0,811
Rajasthan,Jhalawar,Bajra,Kharif,0,0,1144
Rajasthan,Jhalawar,Bajra,Total,0,0,1144
Rajasthan,Jhalawar,Shree Anna /Nutri Cereals,Kharif,0,0,822
Rajasthan,Jhalawar,Shree Anna /Nutri Cereals,Total,0,0,822
Rajasthan,Jhalawar,Nutri/Coarse Cereals,Kharif,0.37,0.97,2603
Rajasthan,Jhalawar,Nutri/Coarse Cereals,Rabi,0,0.01,3711
Rajasthan,Jhalawar,Nutri/Coarse Cereals,Total,0.38,0.99,2613
Rajasthan,Jhalawar,Cereals,Kharif,0.49,1.2,2459
Rajasthan,Jhalawar,Cereals,Rabi,1.59,5.7,3581
Rajasthan,Jhalawar,Cereals,Total,2.08,6.9,3318
Rajasthan,Jhalawar,Tur,Kharif,0,0,857
Rajasthan,Jhalawar,Tur,Total,0,0,857
Rajasthan,Jhalawar,Gram,Rabi,0.3,0.48,1605
Rajasthan,Jhalawar,Gram,Total,0.3,0.48,1605
Rajasthan,Jhalawar,Urad,Kharif,0.02,0.01,656
Rajasthan,Jhalawar,Urad,Summer,0,0,1000
Rajasthan,Jhalawar,Urad,Total,0.02,0.01,656
Rajasthan,Jhalawar,Moong,Kharif,0,0,515
Rajasthan,Jhalawar,Moong,Summer,0,0,1000
Rajasthan,Jhalawar,Moong,Total,0,0,920
Rajasthan,Jhalawar,Lentil,Rabi,0.08,0.12,1441
Rajasthan,Jhalawar,Lentil,Total,0.08,0.12,1441
Rajasthan,Jhalawar,Other Pulses,Rabi,0,0,3331
Rajasthan,Jhalawar,Other Pulses,Total,0,0,3331
Rajasthan,Jhalawar,Total Pulses,Total,0.41,0.62,1522
Rajasthan,Jhalawar,Total Food Grains,Kharif,0.51,1.21,2381
Rajasthan,Jhalawar,Total Food Grains,Rabi,1.98,6.3,3191
Rajasthan,Jhalawar,Total Food Grains,Summer,0,0,1000
Rajasthan,Jhalawar,Total Food Grains,Total,2.49,7.52,3024
Rajasthan,Jhunjhunu,Wheat,Rabi,0.63,2.3,3651
Rajasthan,Jhunjhunu,Wheat,Total,0.63,2.3,3651
Rajasthan,Jhunjhunu,Maize,Kharif,0,0,2552
Rajasthan,Jhunjhunu,Maize,Total,0,0,2552
Rajasthan,Jhunjhunu,Barley,Rabi,0.09,0.33,3711
Rajasthan,Jhunjhunu,Barley,Total,0.09,0.33,3711
Rajasthan,Jhunjhunu,Jowar,Kharif,0,0,811
Rajasthan,Jhunjhunu,Jowar,Total,0,0,811
Rajasthan,Jhunjhunu,Bajra,Kharif,1.7,2.11,1244
Rajasthan,Jhunjhunu,Bajra,Total,1.7,2.11,1244
Rajasthan,Jhunjhunu,Shree Anna /Nutri Cereals,Kharif,1.7,2.11,1243
Rajasthan,Jhunjhunu,Shree Anna /Nutri Cereals,Total,1.7,2.11,1243
Rajasthan,Jhunjhunu,Nutri/Coarse Cereals,Kharif,1.7,2.11,1243
Rajasthan,Jhunjhunu,Nutri/Coarse Cereals,Rabi,0.09,0.33,3711
Rajasthan,Jhunjhunu,Nutri/Coarse Cereals,Total,1.79,2.44,1365
Rajasthan,Jhunjhunu,Cereals,Kharif,1.7,2.11,1243
Rajasthan,Jhunjhunu,Cereals,Rabi,0.72,2.63,3658
Rajasthan,Jhunjhunu,Cereals,Total,2.42,4.74,1961
Rajasthan,Jhunjhunu,Gram,Rabi,0.36,0.48,1338
Rajasthan,Jhunjhunu,Gram,Total,0.36,0.48,1338
Rajasthan,Jhunjhunu,Urad,Kharif,0,0,365
Rajasthan,Jhunjhunu,Urad,Total,0,0,365
Rajasthan,Jhunjhunu,Moong,Kharif,0.5,0.3,600
Rajasthan,Jhunjhunu,Moong,Total,0.5,0.3,600
Rajasthan,Jhunjhunu,Lentil,Rabi,0.09,0.07,735
Rajasthan,Jhunjhunu,Lentil,Total,0.09,0.07,735
Rajasthan,Jhunjhunu,Other Pulses,Kharif,0,0,491
Rajasthan,Jhunjhunu,Other Pulses,Rabi,0,0,1099
Rajasthan,Jhunjhunu,Other Pulses,Total,0,0,937
Rajasthan,Jhunjhunu,Total Pulses,Total,0.95,0.85,891
Rajasthan,Jhunjhunu,Total Food Grains,Kharif,2.2,2.41,1097
Rajasthan,Jhunjhunu,Total Food Grains,Rabi,1.17,3.18,2713
Rajasthan,Jhunjhunu,Total Food Grains,Total,3.37,5.59,1658
Rajasthan,Jodhpur,Wheat,Rabi,0.47,1,2112
Rajasthan,Jodhpur,Wheat,Total,0.47,1,2112
Rajasthan,Jodhpur,Maize,Kharif,0,0,2552
Rajasthan,Jodhpur,Maize,Total,0,0,2552
Rajasthan,Jodhpur,Barley,Rabi,0,,
Rajasthan,Jodhpur,Barley,Total,0,,
Rajasthan,Jodhpur,Jowar,Kharif,0.32,0.16,498
Rajasthan,Jodhpur,Jowar,Summer,0,0,282
Rajasthan,Jodhpur,Jowar,Total,0.32,0.16,497
Rajasthan,Jodhpur,Bajra,Kharif,2.64,1.48,559
Rajasthan,Jodhpur,Bajra,Total,2.64,1.48,559
Rajasthan,Jodhpur,Shree Anna /Nutri Cereals,Kharif,2.96,1.64,552
Rajasthan,Jodhpur,Shree Anna /Nutri Cereals,Summer,0,0,282
Rajasthan,Jodhpur,Shree Anna /Nutri Cereals,Total,2.97,1.64,552
Rajasthan,Jodhpur,Nutri/Coarse Cereals,Kharif,2.96,1.64,552
Rajasthan,Jodhpur,Nutri/Coarse Cereals,Rabi,0,,
Rajasthan,Jodhpur,Nutri/Coarse Cereals,Summer,0,0,282
Rajasthan,Jodhpur,Nutri/Coarse Cereals,Total,2.97,1.64,551
Rajasthan,Jodhpur,Cereals,Kharif,2.96,1.64,552
Rajasthan,Jodhpur,Cereals,Rabi,0.48,1,2095
Rajasthan,Jodhpur,Cereals,Summer,0,0,282
Rajasthan,Jodhpur,Cereals,Total,3.44,2.63,765
Rajasthan,Jodhpur,Gram,Rabi,0.27,0,0
Rajasthan,Jodhpur,Gram,Total,0.27,0,0
Rajasthan,Jodhpur,Moong,Kharif,2.36,1.13,478
Rajasthan,Jodhpur,Moong,Total,2.36,1.13,478
Rajasthan,Jodhpur,Other Pulses,Kharif,0.25,0.11,432
Rajasthan,Jodhpur,Other Pulses,Rabi,0,0,7516
Rajasthan,Jodhpur,Other Pulses,Total,0.25,0.11,445
Rajasthan,Jodhpur,Total Pulses,Total,2.88,1.24,430
Rajasthan,Jodhpur,Total Food Grains,Kharif,5.57,2.87,515
Rajasthan,Jodhpur,Total Food Grains,Rabi,0.75,1,1336
Rajasthan,Jodhpur,Total Food Grains,Summer,0,0,282
Rajasthan,Jodhpur,Total Food Grains,Total,6.32,3.87,613
Rajasthan,Karauli,Rice,Kharif,0.01,0.04,2593
Rajasthan,Karauli,Rice,Total,0.01,0.04,2593
Rajasthan,Karauli,Wheat,Rabi,0.71,2.66,3752
Rajasthan,Karauli,Wheat,Total,0.71,2.66,3752
Rajasthan,Karauli,Maize,Rabi,0,,
Rajasthan,Karauli,Maize,Total,0,,
Rajasthan,Karauli,Barley,Rabi,0,0.01,3711
Rajasthan,Karauli,Barley,Total,0,0.01,3711
Rajasthan,Karauli,Jowar,Kharif,0,0,811
Rajasthan,Karauli,Jowar,Total,0,0,811
Rajasthan,Karauli,Bajra,Kharif,1.29,2.7,2090
Rajasthan,Karauli,Bajra,Total,1.29,2.7,2090
Rajasthan,Karauli,Shree Anna /Nutri Cereals,Kharif,1.29,2.7,2086
Rajasthan,Karauli,Shree Anna /Nutri Cereals,Total,1.29,2.7,2086
Rajasthan,Karauli,Nutri/Coarse Cereals,Kharif,1.29,2.7,2086
Rajasthan,Karauli,Nutri/Coarse Cereals,Rabi,0,0.01,3705
Rajasthan,Karauli,Nutri/Coarse Cereals,Total,1.3,2.7,2088
Rajasthan,Karauli,Cereals,Kharif,1.31,2.74,2092
Rajasthan,Karauli,Cereals,Rabi,0.71,2.66,3752
Rajasthan,Karauli,Cereals,Total,2.02,5.4,2676
Rajasthan,Karauli,Tur,Kharif,0,0,1000
Rajasthan,Karauli,Tur,Total,0,0,1000
Rajasthan,Karauli,Gram,Rabi,0.07,0.08,1236
Rajasthan,Karauli,Gram,Total,0.07,0.08,1236
Rajasthan,Karauli,Urad,Kharif,0,0,365
Rajasthan,Karauli,Urad,Total,0,0,365
Rajasthan,Karauli,Moong,Summer,0,0,1000
Rajasthan,Karauli,Moong,Total,0,0,1000
Rajasthan,Karauli,Lentil,Rabi,0,0,1070
Rajasthan,Karauli,Lentil,Total,0,0,1070
Rajasthan,Karauli,Other Pulses,Rabi,0,0,4185
Rajasthan,Karauli,Other Pulses,Total,0,0,4185
Rajasthan,Karauli,Total Pulses,Total,0.07,0.08,1242
Rajasthan,Karauli,Total Food Grains,Kharif,1.31,2.74,2091
Rajasthan,Karauli,Total Food Grains,Rabi,0.78,2.75,3533
Rajasthan,Karauli,Total Food Grains,Summer,0,0,1000
Rajasthan,Karauli,Total Food Grains,Total,2.09,5.48,2629
Rajasthan,Khairthal-Tijara,Rice,Kharif,0,0,2593
Rajasthan,Khairthal-Tijara,Rice,Total,0,0,2593
Rajasthan,Khairthal-Tijara,Wheat,Rabi,0.4,1.59,3969
